Wavelength_(nm),Sum,Fe_I_(2.2e-02),Fe_II_(4.8e-01),Fe_III_(1.1e-03),W_I_(2.3e-02),W_II_(4.8e-01),W_III_(1.4e-03)
625.6,0.192,0.0,0.192,0.0,,,
625.8,0.236,0.0,0.236,0.0,,,
626.0,0.286,0.0,0.286,0.0,,,
626.2,0.342,0.0,0.342,0.0,,,
626.5,0.439,0.0,0.439,0.0,,,
626.7,0.51,0.0,0.51,0.0,,,
626.9,0.587,0.0,0.587,0.0,,,
627.1,0.667,0.0,0.667,0.0,,,
627.3,0.749,0.0,0.749,0.0,,,
627.5,0.832,0.0,0.832,0.0,,,
627.7,0.913,0.0,0.913,0.0,,,
627.9,0.991,0.0,0.991,0.0,,,
628.1,1.063,0.0,1.063,0.0,,,
628.3,1.126,0.0,1.126,0.0,,,
628.5,1.18,0.0,1.18,0.0,,,
628.7,1.223,0.0,1.223,0.0,,,
629.0,1.261,0.0,1.261,0.0,,,
629.2,1.269,0.0,1.269,0.0,,,
629.4,1.263,0.0,1.263,0.0,,,
629.6,1.243,0.0,1.243,0.0,,,
629.8,1.209,0.0,1.209,0.0,,,
630.0,1.164,0.0,1.164,0.0,,,
630.2,1.109,0.0,1.109,0.0,,,
630.4,1.046,0.0,1.046,0.0,,,
630.6,0.977,0.0,0.977,0.0,,,
630.8,0.906,0.0,0.906,0.0,,,
631.0,0.834,0.0,0.834,0.0,,,
631.2,0.765,0.0,0.764,0.0,,,
631.5,0.67,0.001,0.669,0.0,,,
631.7,0.616,0.001,0.615,0.0,,,
631.9,0.571,0.002,0.569,0.0,,,
632.1,0.538,0.003,0.535,0.0,,,
632.3,0.517,0.005,0.512,0.0,,,
632.5,0.509,0.007,0.502,0.0,,,
632.7,0.514,0.011,0.503,0.0,,,
632.9,0.534,0.016,0.518,0.0,,,
633.1,0.568,0.024,0.544,0.0,,,
633.3,0.617,0.035,0.581,0.0,,,
633.5,0.68,0.051,0.629,0.0,,,
633.7,0.758,0.073,0.685,0.0,,,
634.0,0.904,0.123,0.781,0.0,,,
634.2,1.023,0.172,0.851,0.0,,,
634.4,1.161,0.237,0.923,0.0,,,
634.6,1.319,0.324,0.996,0.0,,,
634.8,1.503,0.436,1.066,0.0,,,
635.0,1.715,0.582,1.133,0.0,,,
635.2,1.961,0.768,1.194,0.0,,,
635.4,2.249,1.002,1.247,0.0,,,
635.6,2.583,1.292,1.291,0.0,,,
635.8,2.974,1.649,1.325,,,,
636.0,3.429,2.081,1.349,,,,
636.2,3.957,2.597,1.36,,,,
636.5,4.903,3.548,1.355,,,,
636.7,5.647,4.309,1.338,,,,
636.9,6.486,5.176,1.31,,,,
637.1,7.423,6.15,1.272,,,,
637.3,8.456,7.23,1.226,,,,
637.5,9.58,8.407,1.172,,,,
637.7,10.79,9.673,1.113,,,,
637.9,12.06,11.01,1.05,,,,
638.1,13.38,12.4,0.984,,,,
638.3,14.74,13.82,0.917,,,,
638.5,16.09,15.24,0.851,,,,
638.7,17.42,16.64,0.788,,,,
639.0,19.31,18.61,0.7,,,,
639.2,20.44,19.8,0.647,,,,
639.4,21.45,20.85,0.601,,,,
639.6,22.31,21.75,0.561,,,,
639.8,22.99,22.46,0.529,,,,
640.0,23.48,22.97,0.504,,,,
640.2,23.76,23.27,0.486,,,,
640.4,23.84,23.36,0.474,,,,
640.6,23.7,23.23,0.469,,,,
640.8,23.37,22.9,0.468,,,,
641.0,22.85,22.37,0.472,,,,
641.2,22.15,21.67,0.479,,,,
641.5,20.84,20.35,0.492,,,,
641.7,19.82,19.32,0.502,,,,
641.9,18.71,18.2,0.51,,,,
642.1,17.55,17.03,0.516,,,,
642.3,16.35,15.83,0.52,,,,
642.5,15.15,14.63,0.52,,,,
642.7,13.96,13.45,0.516,,,,
642.9,12.82,12.31,0.508,,,,
643.1,11.73,11.23,0.496,,,,
643.3,10.71,10.23,0.48,,,,
643.5,9.769,9.307,0.462,,,,
643.8,8.531,8.101,0.43,,,,
644.0,7.824,7.416,0.408,,,,
644.2,7.211,6.825,0.386,,,,
644.4,6.688,6.323,0.365,,,,
644.6,6.251,5.904,0.347,,,,
644.8,5.892,5.559,0.334,,,,
645.0,5.601,5.277,0.325,,,,
645.2,5.37,5.047,0.323,,,,
645.4,5.186,4.858,0.328,,,,
645.6,5.039,4.698,0.341,,,,
645.8,4.92,4.556,0.364,,,,
646.0,4.818,4.423,0.395,,,,
646.3,4.681,4.22,0.461,,,,
646.5,4.591,4.074,0.517,,,,
646.7,4.496,3.914,0.582,,,,
646.9,4.392,3.737,0.655,,,,
647.1,4.279,3.544,0.735,,,,
647.3,4.155,3.334,0.822,,,,
647.5,4.022,3.109,0.913,,,,
647.7,3.879,2.874,1.006,,,,
647.9,3.731,2.631,1.1,,,,
648.1,3.577,2.385,1.192,,,,
648.3,3.422,2.14,1.282,,,,
648.5,3.268,1.901,1.366,,,,
648.8,3.042,1.561,1.481,,,,
649.0,2.898,1.35,1.548,,,,
649.2,2.762,1.156,1.607,,,,
649.4,2.636,0.979,1.658,,,,
649.6,2.522,0.82,1.702,,,,
649.8,2.421,0.679,1.742,,,,
650.0,2.336,0.557,1.779,,,,
650.2,2.267,0.451,1.816,,,,
650.4,2.218,0.362,1.856,,,,
650.6,2.19,0.287,1.903,,,,
650.8,2.186,0.225,1.961,,,,
651.0,2.206,0.175,2.032,,,,
651.3,2.289,0.117,2.172,,,,
651.5,2.381,0.088,2.292,,,,
651.7,2.502,0.066,2.436,,,,
651.9,2.654,0.049,2.605,,,,
652.1,2.835,0.035,2.799,,,,
652.3,3.045,0.026,3.019,,,,
652.5,3.281,0.018,3.262,,,,
652.7,3.541,0.013,3.528,,,,
652.9,3.821,0.009,3.812,,,,
653.1,4.119,0.006,4.112,,,,
653.3,4.428,0.004,4.424,,,,
653.5,4.745,0.003,4.742,,,,
653.8,5.222,0.002,5.22,,,,
654.0,5.534,0.001,5.533,,,,
654.2,5.835,0.001,5.835,,,,
654.4,6.12,0.0,6.12,,,,
654.6,6.384,0.0,6.384,,,,
654.8,6.622,0.0,6.622,,,,
655.0,6.83,0.0,6.83,,,,
655.2,7.003,0.0,7.003,,,,
655.4,7.14,0.0,7.14,,,,
655.6,7.237,0.0,7.237,,,,
655.8,7.291,0.0,7.291,,,,
656.0,7.303,0.0,7.303,,,,
656.3,7.239,0.0,7.239,,,,
656.5,7.144,0.0,7.144,,,,
656.7,7.007,0.0,7.007,,,,
656.9,6.833,0.0,6.833,,,,
657.1,6.624,0.0,6.624,,,,
657.3,6.385,0.0,6.385,,,,
657.5,6.12,0.0,6.12,,,,
657.7,5.834,0.0,5.834,,,,
657.9,5.534,0.0,5.534,,,,
658.1,5.223,0.0,5.223,,,,
658.3,4.909,0.0,4.909,,,,
658.5,4.595,0.0,4.595,,,,
658.8,4.136,0.0,4.136,,,,
659.0,3.844,0.0,3.844,,,,
659.2,3.565,0.0,3.565,,,,
659.4,3.303,0.0,3.303,,,,
659.6,3.058,0.0,3.058,,,,
659.8,2.831,0.0,2.831,,,,
660.0,2.623,0.0,2.623,,,,
660.2,2.432,0.0,2.432,,,,
660.4,2.257,0.0,2.257,,,,
660.6,2.098,0.0,2.098,,,,
660.8,1.952,0.0,1.952,,,,
661.0,1.818,0.0,1.818,,,,
661.3,1.636,0.0,1.636,,,,
661.5,1.524,0.0,1.524,,,,
661.7,1.42,0.0,1.42,,,,
661.9,1.32,0.0,1.32,,,,
662.1,1.225,0.0,1.225,,,,
662.3,1.134,0.0,1.134,,,,
662.5,1.046,0.0,1.046,,,,
662.7,0.961,,0.961,,,,
662.9,0.879,,0.879,,,,
663.1,0.799,,0.799,,,,
663.3,0.723,,0.723,,,,
663.5,0.651,,0.651,,,,
663.8,0.548,,0.548,,,,
664.0,0.485,,0.485,,,,
664.2,0.426,,0.426,,,,
664.4,0.371,,0.371,,,,
664.6,0.321,,0.321,,,,
664.8,0.275,,0.275,,,,
665.0,0.234,,0.234,,,,
665.2,0.198,,0.198,,,,
665.4,0.165,,0.165,,,,
665.6,0.137,,0.137,,,,
665.8,0.113,,0.113,,,,
666.0,0.092,,0.092,,,,
666.3,0.066,,0.066,,,,
666.5,0.053,,0.053,,,,
666.7,0.041,,0.041,,,,
666.9,0.032,,0.032,,,,
667.1,0.025,,0.025,,,,
667.3,0.019,,0.019,,,,
667.5,0.014,,0.014,,,,
667.7,0.011,,0.011,,,,
667.9,0.008,,0.008,,,,
668.1,0.006,,0.006,,,,
668.3,0.004,,0.004,,,,
668.5,0.003,,0.003,,,,
668.8,0.002,,0.002,,,,
669.0,0.001,,0.001,,,,
669.2,0.001,,0.001,,,,
669.4,0.001,,0.001,,,,
669.6,0.0,,0.0,,,,
669.8,0.0,,0.0,,,,
670.0,0.0,,0.0,,,,
670.2,0.0,,0.0,,,,
670.4,0.0,,0.0,,,,
670.6,0.0,,0.0,,,,
670.8,0.0,,0.0,,,,
671.1,0.0,,0.0,,,,
671.3,0.0,,0.0,,,,
671.5,0.0,,0.0,,,,
671.7,0.0,,0.0,,,,
671.9,0.0,,0.0,,,,
672.1,0.0,,0.0,,,,
672.3,0.0,,0.0,,,,
672.5,0.0,,0.0,,,,
672.7,0.0,,0.0,,,,
672.9,0.0,,0.0,,,,
673.1,0.0,,0.0,,,,
673.3,0.0,,0.0,,,,
673.6,0.0,,0.0,,,,
673.8,0.0,,0.0,,,,
674.0,0.0,,0.0,,,,
674.2,0.0,,0.0,,,,
674.4,0.0,,0.0,,,,
674.6,0.0,,0.0,,,,
674.8,0.0,,0.0,,,,
675.0,0.0,,0.0,,,,
675.2,0.0,,0.0,,,,
675.4,0.0,,0.0,,,,
675.6,0.0,,0.0,,,,
675.8,0.0,,0.0,,,,
676.1,0.0,,0.0,,,,
676.3,0.001,,0.001,,,,
676.5,0.001,,0.001,,,,
676.7,0.001,,0.001,,,,
676.9,0.002,,0.002,,,,
677.1,0.002,,0.002,,,,
677.3,0.003,,0.003,,,,
677.5,0.005,,0.005,,,,
677.7,0.006,,0.006,,,,
677.9,0.009,,0.009,,,,
678.1,0.012,,0.012,,,,
678.3,0.017,,0.017,,,,
678.6,0.026,,0.026,,,,
678.8,0.035,,0.035,,,,
679.0,0.046,,0.046,,,,
679.2,0.06,,0.06,,,,
679.4,0.078,,0.078,,,,
679.6,0.1,,0.1,,,,
679.8,0.128,,0.128,,,,
680.0,0.161,,0.161,,,,
680.2,0.202,,0.202,,,,
680.4,0.252,,0.252,,,,
680.6,0.311,,0.311,,,,
680.8,0.381,,0.381,,,,
681.1,0.51,,0.51,,,,
681.3,0.613,,0.613,,,,
681.5,0.732,,0.732,,,,
681.7,0.867,,0.867,,,,
681.9,1.02,,1.02,,,,
682.1,1.191,,1.191,,,,
682.3,1.382,,1.382,,,,
682.5,1.592,,1.592,,,,
682.7,1.821,,1.821,,,,
682.9,2.068,,2.068,,,,
683.1,2.334,,2.334,,,,
683.3,2.615,,2.615,,,,
683.6,3.064,,3.064,,,,
683.8,3.377,,3.377,,,,
684.0,3.696,,3.696,,,,
684.2,4.019,,4.019,,,,
684.4,4.342,,4.342,,,,
684.6,4.659,,4.659,,,,
684.8,4.968,,4.968,,,,
685.0,5.262,,5.262,,,,
685.2,5.538,,5.538,,,,
685.4,5.792,,5.792,,,,
685.6,6.021,,6.021,,,,
685.8,6.222,,6.222,,,,
686.1,6.467,,6.467,,,,
686.3,6.592,,6.592,,,,
686.5,6.687,,6.687,,,,
686.7,6.754,,6.754,,,,
686.9,6.796,,6.796,,,,
687.1,6.818,,6.818,,,,
687.3,6.823,,6.823,,,,
687.5,6.817,,6.817,,,,
687.7,6.808,,6.808,,,,
687.9,6.8,,6.8,,,,
688.1,6.799,,6.799,,,,
688.3,6.812,,6.812,,,,
688.6,6.866,,6.866,,,,
688.8,6.931,,6.931,,,,
689.0,7.022,,7.022,,,,
689.2,7.139,,7.139,,,,
689.4,7.282,,7.282,,,,
689.6,7.448,,7.448,,,,
689.8,7.635,,7.635,,,,
690.0,7.836,,7.836,,,,
690.2,8.046,,8.046,,,,
690.4,8.259,,8.259,,,,
690.6,8.466,,8.466,,,,
690.8,8.66,,8.66,,,,
691.1,8.911,,8.911,,,,
691.3,9.041,,9.041,,,,
691.5,9.134,,9.134,,,,
691.7,9.184,,9.184,,,,
691.9,9.187,,9.187,,,,
692.1,9.141,,9.141,,,,
692.3,9.045,,9.045,,,,
692.5,8.898,,8.898,,,,
692.7,8.702,,8.702,,,,
692.9,8.46,,8.46,,,,
693.1,8.176,,8.176,,,,
693.3,7.855,,7.855,,,,
693.6,7.317,,7.317,,,,
693.8,6.929,,6.929,,,,
694.0,6.527,,6.527,,,,
694.2,6.115,,6.115,,,,
694.4,5.701,,5.701,,,,
694.6,5.29,,5.29,,,,
694.8,4.888,,4.888,,,,
695.0,4.499,,4.499,,,,
695.2,4.127,,4.127,,,,
695.4,3.774,,3.774,,,,
695.6,3.444,,3.444,,,,
695.9,2.993,,2.993,,,,
696.1,2.723,,2.723,,,,
696.3,2.477,,2.477,,,,
696.5,2.255,,2.255,,,,
696.7,2.056,,2.056,,,,
696.9,1.878,,1.878,,,,
697.1,1.72,,1.72,,,,
697.3,1.58,,1.58,,,,
697.5,1.456,,1.456,,,,
697.7,1.345,,1.345,,,,
697.9,1.247,,1.247,,,,
698.1,1.159,,1.159,,,,
698.4,1.043,,1.043,,,,
698.6,0.973,,0.973,,,,
698.8,0.908,,0.908,,,,
699.0,0.847,,0.847,,,,
699.2,0.789,,0.789,,,,
699.4,0.734,,0.734,,,,
699.6,0.68,,0.68,,,,
699.8,0.627,,0.627,,,,
700.0,0.576,,0.576,,,,
700.2,0.526,,0.526,,,,
700.4,0.478,,0.478,,,,
700.6,0.431,,0.431,,,,
700.9,0.365,0.0,0.365,,,,
701.1,0.324,0.0,0.324,,,,
701.3,0.285,0.0,0.285,,,,
701.5,0.249,0.0,0.249,,,,
701.7,0.215,0.0,0.215,,,,
701.9,0.185,0.0,0.185,,,,
702.1,0.158,0.0,0.158,,,,
702.3,0.133,0.0,0.133,,,,
702.5,0.111,0.0,0.111,,,,
702.7,0.092,0.0,0.092,,,,
702.9,0.076,0.0,0.076,,,,
703.1,0.062,0.0,0.062,,,,
703.4,0.045,0.0,0.045,,,,
703.6,0.036,0.0,0.036,,,,
703.8,0.028,0.0,0.028,,,,
704.0,0.022,0.0,0.022,,,,
704.2,0.017,0.0,0.017,,,,
704.4,0.013,0.0,0.013,,,,
704.6,0.01,0.0,0.01,,,,
704.8,0.008,0.0,0.008,,,,
705.0,0.006,0.0,0.006,,,,
705.2,0.005,0.0,0.005,,,,
705.4,0.004,0.0,0.004,,,,
705.6,0.003,0.0,0.003,,,,
705.9,0.003,0.0,0.003,,,,
706.1,0.003,0.0,0.003,,,,
706.3,0.004,0.0,0.004,,,,
706.5,0.005,0.0,0.005,,,,
706.7,0.006,0.0,0.006,,,,
706.9,0.008,0.0,0.008,,,,
707.1,0.011,0.0,0.011,,,,
707.3,0.014,0.0,0.014,,,,
707.5,0.019,0.0,0.019,,,,
707.7,0.024,0.0,0.024,,,,
707.9,0.032,0.0,0.031,,,,
708.1,0.04,0.0,0.04,,,,
708.4,0.058,0.0,0.058,,,,
708.6,0.072,0.0,0.072,,,,
708.8,0.09,0.0,0.09,,,,
709.0,0.111,0.0,0.111,,,,
709.2,0.136,0.001,0.135,,,,
709.4,0.164,0.001,0.163,,,,
709.6,0.197,0.001,0.196,,,,
709.8,0.234,0.002,0.232,,,,
710.0,0.276,0.003,0.273,,,,
710.2,0.323,0.005,0.319,,,,
710.4,0.375,0.007,0.368,,,,
710.6,0.432,0.009,0.422,,,,
710.9,0.525,0.016,0.509,,,,
711.1,0.592,0.023,0.57,,,,
711.3,0.664,0.032,0.632,,,,
711.5,0.739,0.044,0.695,,,,
711.7,0.818,0.06,0.758,,,,
711.9,0.9,0.082,0.818,,,,
712.1,0.986,0.111,0.876,,,,
712.3,1.076,0.148,0.929,,,,
712.5,1.172,0.196,0.976,,,,
712.7,1.274,0.257,1.017,,,,
712.9,1.384,0.334,1.049,,,,
713.1,1.504,0.431,1.073,,,,
713.4,1.713,0.621,1.092,0.0,,,
713.6,1.875,0.783,1.092,0.0,,,
713.8,2.06,0.978,1.082,0.0,,,
714.0,2.274,1.212,1.063,0.0,,,
714.2,2.522,1.488,1.034,0.0,,,
714.4,2.808,1.811,0.997,0.0,,,
714.6,3.137,2.184,0.953,0.0,,,
714.8,3.513,2.61,0.903,0.0,,,
715.0,3.939,3.092,0.847,0.0,,,
715.2,4.419,3.631,0.788,0.0,,,
715.4,4.952,4.225,0.727,0.0,,,
715.6,5.537,4.873,0.664,0.0,,,
715.9,6.506,5.937,0.57,0.0,,,
716.1,7.205,6.696,0.509,0.0,,,
716.3,7.937,7.486,0.45,0.0,,,
716.5,8.69,8.295,0.395,0.0,,,
716.7,9.453,9.11,0.343,0.0,,,
716.9,10.21,9.915,0.296,0.0,,,
717.1,10.95,10.7,0.252,0.0,,,
717.3,11.65,11.44,0.213,0.0,,,
717.5,12.3,12.12,0.179,0.0,,,
717.7,12.88,12.73,0.149,0.0,,,
717.9,13.37,13.25,0.122,0.0,,,
718.1,13.77,13.67,0.1,0.0,,,
718.4,14.16,14.09,0.072,0.0,,,
718.6,14.27,14.21,0.058,0.0,,,
718.8,14.26,14.21,0.046,0.0,,,
719.0,14.12,14.09,0.036,0.0,,,
719.2,13.87,13.84,0.028,0.0,,,
719.4,13.49,13.47,0.021,0.0,,,
719.6,13.02,13.0,0.016,0.0,,,
719.8,12.45,12.43,0.012,0.0,,,
720.0,11.8,11.79,0.009,0.0,,,
720.2,11.08,11.07,0.007,0.0,,,
720.4,10.31,10.31,0.005,0.0,,,
720.7,9.113,9.11,0.003,0.0,,,
720.9,8.297,8.295,0.002,0.0,,,
721.1,7.488,7.486,0.002,0.0,,,
721.3,6.698,6.696,0.001,0.0,,,
721.5,5.938,5.937,0.001,0.0,,,
721.7,5.217,5.216,0.001,0.0,,,
721.9,4.543,4.543,0.0,0.0,,,
722.1,3.921,3.921,0.0,0.0,,,
722.3,3.355,3.354,0.0,0.0,,,
722.5,2.844,2.844,0.0,0.0,,,
722.7,2.39,2.39,0.0,0.0,,,
722.9,1.991,1.991,0.0,0.0,,,
723.2,1.488,1.488,0.0,0.0,,,
723.4,1.212,1.212,0.0,0.0,,,
723.6,0.978,0.978,0.0,0.0,,,
723.8,0.783,0.783,0.0,0.0,,,
724.0,0.621,0.621,0.0,0.0,,,
724.2,0.488,0.488,0.0,0.0,,,
724.4,0.38,0.38,0.0,0.0,,,
724.6,0.293,0.293,0.0,0.0,,,
724.8,0.225,0.225,0.0,0.0,,,
725.0,0.17,0.17,0.0,0.0,,,
725.2,0.128,0.128,0.0,0.0,,,
725.4,0.095,0.095,0.0,0.0,,,
725.7,0.06,0.06,0.0,0.0,,,
725.9,0.044,0.044,0.0,0.0,,,
726.1,0.032,0.032,0.0,0.0,,,
726.3,0.023,0.023,0.0,0.0,,,
726.5,0.016,0.016,0.0,0.0,,,
726.7,0.011,0.011,0.0,0.0,,,
726.9,0.008,0.008,0.0,0.0,,,
727.1,0.005,0.005,0.0,0.0,,,
727.3,0.004,0.004,0.0,0.0,,,
727.5,0.003,0.003,0.0,0.0,,,
727.7,0.002,0.002,0.0,0.0,,,
727.9,0.001,0.001,0.0,0.0,,,
728.2,0.001,0.001,0.0,0.0,,,
728.4,0.0,0.0,0.0,0.0,,,
728.6,0.0,0.0,0.0,0.0,,,
728.8,0.0,0.0,0.0,0.0,,,
729.0,0.0,0.0,0.0,0.0,,,
729.2,0.0,0.0,0.0,0.0,,,
729.4,0.0,0.0,0.0,0.0,,,
729.6,0.0,0.0,0.0,0.0,,,
729.8,0.0,0.0,0.0,0.0,,,
730.0,0.0,0.0,0.0,0.0,,,
730.2,0.0,0.0,0.0,0.0,,,
730.4,0.0,0.0,0.0,0.0,,,
730.7,0.0,0.0,0.0,0.0,,,
730.9,0.0,0.0,0.0,0.0,,,
731.1,0.0,0.0,0.0,0.0,,,
731.3,0.0,0.0,0.0,0.0,,,
731.5,0.0,0.0,0.0,0.0,,,
731.7,0.0,0.0,0.0,0.0,,,
731.9,0.0,0.0,0.0,0.0,,,
732.1,0.0,0.0,0.0,0.0,,,
732.3,0.0,0.0,0.0,0.0,,,
732.5,0.0,0.0,0.0,0.0,,,
732.7,0.0,0.0,0.0,0.0,,,
732.9,0.0,0.0,0.0,0.0,,,
733.2,0.0,0.0,0.0,0.0,,,
733.4,0.0,0.0,0.0,0.0,,,
733.6,0.0,0.0,0.0,0.0,,,
733.8,0.0,0.0,0.0,0.0,,,
734.0,0.0,0.0,0.0,0.0,,,
734.2,0.0,0.0,0.0,0.0,,,
734.4,0.0,0.0,0.0,0.0,,,
734.6,0.0,0.0,0.0,0.0,,,
734.8,0.0,0.0,0.0,0.0,,,
735.0,0.0,0.0,0.0,0.0,,,
735.2,0.0,0.0,0.0,0.0,,,
735.4,0.0,0.0,0.0,0.0,,,
735.7,0.0,0.0,0.0,0.0,,,
735.9,0.0,0.0,0.0,0.0,,,
736.1,0.0,0.0,0.0,0.0,,,
736.3,0.0,0.0,0.0,0.0,,,
736.5,0.0,0.0,0.0,0.0,,,
736.7,0.0,0.0,0.0,0.0,,,
736.9,0.0,0.0,0.0,0.0,,,
737.1,0.0,0.0,0.0,0.0,,,
737.3,0.0,0.0,0.0,0.0,,,
737.5,0.0,0.0,0.0,0.0,,,
737.7,0.0,0.0,0.0,0.0,,,
737.9,0.0,0.0,0.0,0.0,,,
738.2,0.0,0.0,0.0,0.0,,,
738.4,0.0,0.0,0.0,0.0,,,
738.6,0.0,0.0,0.0,0.0,,,
738.8,0.0,0.0,0.0,0.0,,,
739.0,0.0,0.0,0.0,0.0,,,
739.2,0.0,0.0,0.0,0.0,,,
739.4,0.0,0.0,0.0,0.0,,,
739.6,0.0,0.0,0.0,0.0,,,
739.8,0.0,0.0,0.0,0.0,,,
740.0,0.0,0.0,0.0,0.0,,,
740.2,0.0,0.0,0.0,0.0,,,
740.4,0.0,0.0,0.0,0.0,,,
740.7,0.001,0.0,0.0,0.0,,,
740.9,0.001,0.001,0.001,0.0,,,
741.1,0.002,0.001,0.001,0.0,,,
741.3,0.003,0.001,0.001,0.0,,,
741.5,0.004,0.002,0.002,0.0,,,
741.7,0.006,0.003,0.003,0.0,,,
741.9,0.008,0.004,0.004,0.0,,,
742.1,0.011,0.006,0.005,0.0,,,
742.3,0.016,0.008,0.007,0.0,,,
742.5,0.022,0.012,0.01,0.0,,,
742.7,0.03,0.016,0.014,0.0,,,
742.9,0.041,0.023,0.018,0.0,,,
743.2,0.065,0.038,0.027,0.0,,,
743.4,0.087,0.052,0.036,0.0,,,
743.6,0.117,0.07,0.047,0.0,,,
743.8,0.155,0.095,0.06,0.0,,,
744.0,0.205,0.128,0.077,0.0,,,
744.2,0.268,0.17,0.097,0.0,,,
744.4,0.348,0.225,0.123,0.0,,,
744.6,0.448,0.294,0.154,0.0,,,
744.8,0.573,0.382,0.191,0.0,,,
745.0,0.728,0.492,0.235,0.0,,,
745.2,0.917,0.629,0.288,0.0,,,
745.4,1.147,0.797,0.35,0.0,,,
745.7,1.583,1.12,0.463,0.0,,,
745.9,1.943,1.391,0.553,0.0,,,
746.1,2.368,1.713,0.655,0.0,,,
746.3,2.863,2.092,0.771,0.0,,,
746.5,3.436,2.535,0.901,0.0,,,
746.7,4.092,3.046,1.045,0.0,,,
746.9,4.836,3.631,1.205,0.0,,,
747.1,5.672,4.293,1.379,0.0,,,
747.3,6.602,5.034,1.568,0.0,,,
747.5,7.625,5.855,1.77,0.0,,,
747.7,8.739,6.755,1.984,0.0,,,
748.0,10.57,8.243,2.326,0.0,,,
748.2,11.88,9.317,2.564,0.0,,,
748.4,13.25,10.45,2.807,0.0,,,
748.6,14.67,11.62,3.053,0.0,,,
748.8,16.11,12.81,3.298,0.0,,,
749.0,17.56,14.02,3.538,0.0,,,
749.2,18.98,15.21,3.771,0.0,,,
749.4,20.36,16.37,3.993,0.0,,,
749.6,21.67,17.48,4.199,0.0,,,
749.8,22.89,18.5,4.387,0.0,,,
750.0,23.99,19.43,4.553,0.0,,,
750.2,24.94,20.24,4.694,0.0,,,
750.5,26.05,21.2,4.853,,,,
750.7,26.55,21.63,4.921,,,,
750.9,26.86,21.9,4.958,,,,
751.1,26.95,21.99,4.962,,,,
751.3,26.83,21.9,4.935,,,,
751.5,26.51,21.63,4.876,,,,
751.7,25.98,21.2,4.787,,,,
751.9,25.27,20.6,4.67,,,,
752.1,24.38,19.85,4.527,,,,
752.3,23.34,18.98,4.362,,,,
752.5,22.18,18.0,4.177,,,,
752.7,20.91,16.93,3.976,,,,
753.0,18.86,15.21,3.652,,,,
753.2,17.44,14.02,3.427,,,,
753.4,16.01,12.81,3.197,,,,
753.6,14.58,11.62,2.967,,,,
753.8,13.18,10.45,2.739,,,,
754.0,11.83,9.317,2.516,,,,
754.2,10.54,8.243,2.3,,,,
754.4,9.326,7.233,2.093,,,,
754.6,8.191,6.295,1.896,,,,
754.8,7.145,5.435,1.71,,,,
755.0,6.19,4.653,1.536,,,,
755.2,5.327,3.952,1.375,,,,
755.5,4.203,3.046,1.157,,,,
755.7,3.561,2.535,1.026,,,,
755.9,2.999,2.092,0.907,,,,
756.1,2.512,1.713,0.8,,,,
756.3,2.093,1.391,0.703,,,,
756.5,1.735,1.12,0.615,,,,
756.7,1.432,0.895,0.537,,,,
756.9,1.176,0.709,0.468,,,,
757.1,0.963,0.557,0.405,,,,
757.3,0.785,0.434,0.35,,,,
757.5,0.637,0.336,0.302,,,,
757.7,0.516,0.257,0.259,,,,
758.0,0.374,0.17,0.204,,,,
758.2,0.301,0.128,0.173,,,,
758.4,0.241,0.095,0.146,,,,
758.6,0.193,0.07,0.123,,,,
758.8,0.154,0.052,0.103,,,,
759.0,0.123,0.038,0.085,,,,
759.2,0.097,0.027,0.07,,,,
759.4,0.077,0.019,0.058,,,,
759.6,0.061,0.014,0.047,,,,
759.8,0.048,0.01,0.038,,,,
760.0,0.038,0.007,0.031,,,,
760.2,0.029,0.005,0.025,,,,
760.5,0.02,0.003,0.018,,,,
760.7,0.016,0.002,0.014,,,,
760.9,0.012,0.001,0.011,,,,
761.1,0.009,0.001,0.009,,,,
761.3,0.007,0.001,0.007,,,,
761.5,0.006,0.0,0.005,,,,
761.7,0.005,0.0,0.004,,,,
761.9,0.004,0.0,0.004,,,,
762.1,0.003,0.0,0.003,,,,
762.3,0.003,0.0,0.003,,,,
762.5,0.003,0.0,0.003,,,,
762.7,0.004,0.0,0.004,,,,
763.0,0.005,0.0,0.005,,,,
763.2,0.007,0.0,0.007,,,,
763.4,0.009,0.0,0.009,,,,
763.6,0.011,0.0,0.011,,,,
763.8,0.014,0.0,0.014,,,,
764.0,0.018,0.0,0.018,,,,
764.2,0.024,0.0,0.024,,,,
764.4,0.03,0.0,0.03,,,,
764.6,0.038,0.0,0.038,,,,
764.8,0.047,0.0,0.047,,,,
765.0,0.059,0.0,0.059,,,,
765.2,0.072,0.0,0.072,,,,
765.5,0.098,0.0,0.098,,,,
765.7,0.118,0.0,0.118,,,,
765.9,0.142,0.0,0.142,,,,
766.1,0.169,0.0,0.169,,,,
766.3,0.2,0.0,0.2,,,,
766.5,0.234,0.0,0.234,,,,
766.7,0.272,0.0,0.272,,,,
766.9,0.315,0.0,0.315,,,,
767.1,0.36,0.0,0.36,,,,
767.3,0.409,0.0,0.409,,,,
767.5,0.462,0.0,0.462,,,,
767.7,0.517,0.0,0.517,,,,
768.0,0.603,0.0,0.603,,,,
768.2,0.662,0.0,0.662,,,,
768.4,0.721,0.0,0.721,,,,
768.6,0.779,0.0,0.779,,,,
768.8,0.835,0.0,0.835,,,,
